iter,timestamp,algorithm_desc,case,problem,algorithm,max_L1,max_UB,max_L0A_count,max_L0B_count,max_L0C_count,spills,extra,time,schedule_len,valid,violations
035,2026-06-11T03:00:27.837755+00:00,p3_time_select,Matmul_Case0,3,autoresearch,9216,0,2,2,2,271,34688,192380,4702,True,0
035,2026-06-11T03:00:56.261111+00:00,p3_time_select,Conv_Case0,1,autoresearch,6912,0,0,300,0,0,0,394430,2580,True,0
035,2026-06-11T03:00:56.261111+00:00,p3_time_select,Conv_Case0,2,autoresearch,6912,0,0,300,0,339,88044,615694,3258,True,0
035,2026-06-11T03:00:56.261111+00:00,p3_time_select,Conv_Case0,3,autoresearch,6912,0,0,300,0,342,92652,553280,3264,True,0
035,2026-06-11T03:00:56.261111+00:00,p3_time_select,Conv_Case1,1,autoresearch,13786,0,0,5264,0,0,0,650044,36086,True,0
035,2026-06-11T03:00:56.261111+00:00,p3_time_select,Conv_Case1,2,autoresearch,14040,0,0,33,0,2237,78056,1229560,40560,True,0
035,2026-06-11T03:00:56.261111+00:00,p3_time_select,Conv_Case1,3,autoresearch,14040,0,0,33,0,2237,78056,1229560,40560,True,0
035,2026-06-11T03:00:56.261111+00:00,p3_time_select,FlashAttention_Case0,1,autoresearch,256,8258,24,32,4,0,0,31063,1716,True,0
035,2026-06-11T03:00:56.261111+00:00,p3_time_select,FlashAttention_Case0,2,autoresearch,4096,1510,2,2,2,40,4444,53393,1796,True,0
035,2026-06-11T03:00:56.261111+00:00,p3_time_select,FlashAttention_Case0,3,autoresearch,4096,1510,2,2,2,41,4700,47608,1798,True,0
035,2026-06-11T03:00:56.261111+00:00,p3_time_select,FlashAttention_Case1,1,autoresearch,256,33010,112,128,8,0,0,112458,6952,True,0
035,2026-06-11T03:00:56.261111+00:00,p3_time_select,FlashAttention_Case1,2,autoresearch,5376,2468,2,2,2,229,32920,222094,7410,True,0
035,2026-06-11T03:00:56.261111+00:00,p3_time_select,FlashAttention_Case1,3,autoresearch,5376,2468,2,2,2,235,34456,192438,7422,True,0
035,2026-06-11T03:00:56.261111+00:00,p3_time_select,Matmul_Case0,1,autoresearch,128,0,57,448,8,0,0,82308,4160,True,0
035,2026-06-11T03:00:56.261111+00:00,p3_time_select,Matmul_Case0,2,autoresearch,9216,0,2,2,2,271,34688,192380,4702,True,0
035,2026-06-11T03:00:56.261111+00:00,p3_time_select,Matmul_Case0,3,autoresearch,9216,0,2,2,2,271,34688,192380,4702,True,0
035,2026-06-11T03:00:56.261111+00:00,p3_time_select,Matmul_Case1,1,autoresearch,128,0,241,3840,16,0,0,629076,30976,True,0
035,2026-06-11T03:00:56.261111+00:00,p3_time_select,Matmul_Case1,2,autoresearch,34816,0,2,2,2,3600,460800,1816772,38176,True,0
035,2026-06-11T03:00:56.261111+00:00,p3_time_select,Matmul_Case1,3,autoresearch,34816,0,2,2,2,3600,460800,1793377,38176,True,0
036,2026-06-11T03:04:30.749792+00:00,p2_time_bestfit,Conv_Case0,1,autoresearch,6912,0,0,300,0,0,0,394430,2580,True,0
036,2026-06-11T03:04:30.749792+00:00,p2_time_bestfit,Conv_Case0,2,autoresearch,6912,0,0,300,0,339,88044,615694,3258,True,0
036,2026-06-11T03:04:30.749792+00:00,p2_time_bestfit,Conv_Case0,3,autoresearch,6912,0,0,300,0,342,92652,553280,3264,True,0
036,2026-06-11T03:04:30.749792+00:00,p2_time_bestfit,FlashAttention_Case0,1,autoresearch,256,8258,24,32,4,0,0,31063,1716,True,0
036,2026-06-11T03:04:30.749792+00:00,p2_time_bestfit,FlashAttention_Case0,2,autoresearch,4096,1510,2,2,2,40,4444,52328,1796,True,0
036,2026-06-11T03:04:30.749792+00:00,p2_time_bestfit,FlashAttention_Case0,3,autoresearch,4096,1510,2,2,2,41,4700,47608,1798,True,0
036,2026-06-11T03:04:30.749792+00:00,p2_time_bestfit,Matmul_Case0,1,autoresearch,128,0,57,448,8,0,0,82308,4160,True,0
036,2026-06-11T03:04:30.749792+00:00,p2_time_bestfit,Matmul_Case0,2,autoresearch,9216,0,2,2,2,271,34688,192380,4702,True,0
036,2026-06-11T03:04:30.749792+00:00,p2_time_bestfit,Matmul_Case0,3,autoresearch,9216,0,2,2,2,271,34688,192380,4702,True,0
036,2026-06-11T03:04:48.374663+00:00,p2_time_bestfit,Conv_Case0,1,autoresearch,6912,0,0,300,0,0,0,394430,2580,True,0
036,2026-06-11T03:04:48.374663+00:00,p2_time_bestfit,Conv_Case0,2,autoresearch,6912,0,0,300,0,339,88044,615694,3258,True,0
036,2026-06-11T03:04:48.374663+00:00,p2_time_bestfit,Conv_Case0,3,autoresearch,6912,0,0,300,0,342,92652,553280,3264,True,0
036,2026-06-11T03:04:48.374663+00:00,p2_time_bestfit,Conv_Case1,1,autoresearch,13786,0,0,5264,0,0,0,650044,36086,True,0
036,2026-06-11T03:04:48.374663+00:00,p2_time_bestfit,Conv_Case1,2,autoresearch,14040,0,0,33,0,2426,77820,1242246,40938,True,0
036,2026-06-11T03:04:48.374663+00:00,p2_time_bestfit,Conv_Case1,3,autoresearch,14040,0,0,33,0,2237,78056,1229560,40560,True,0
036,2026-06-11T03:04:48.374663+00:00,p2_time_bestfit,FlashAttention_Case0,1,autoresearch,256,8258,24,32,4,0,0,31063,1716,True,0
036,2026-06-11T03:04:48.374663+00:00,p2_time_bestfit,FlashAttention_Case0,2,autoresearch,4096,1510,2,2,2,40,4444,52328,1796,True,0
036,2026-06-11T03:04:48.374663+00:00,p2_time_bestfit,FlashAttention_Case0,3,autoresearch,4096,1510,2,2,2,41,4700,47608,1798,True,0
036,2026-06-11T03:04:48.374663+00:00,p2_time_bestfit,FlashAttention_Case1,1,autoresearch,256,33010,112,128,8,0,0,112458,6952,True,0
036,2026-06-11T03:04:48.374663+00:00,p2_time_bestfit,FlashAttention_Case1,2,autoresearch,5376,2468,2,2,2,229,32920,214361,7410,True,0
036,2026-06-11T03:04:48.374663+00:00,p2_time_bestfit,FlashAttention_Case1,3,autoresearch,5376,2468,2,2,2,235,34456,192438,7422,True,0
036,2026-06-11T03:04:48.374663+00:00,p2_time_bestfit,Matmul_Case0,1,autoresearch,128,0,57,448,8,0,0,82308,4160,True,0
036,2026-06-11T03:04:48.374663+00:00,p2_time_bestfit,Matmul_Case0,2,autoresearch,9216,0,2,2,2,271,34688,192380,4702,True,0
036,2026-06-11T03:04:48.374663+00:00,p2_time_bestfit,Matmul_Case0,3,autoresearch,9216,0,2,2,2,271,34688,192380,4702,True,0
036,2026-06-11T03:04:48.374663+00:00,p2_time_bestfit,Matmul_Case1,1,autoresearch,128,0,241,3840,16,0,0,629076,30976,True,0
036,2026-06-11T03:04:48.374663+00:00,p2_time_bestfit,Matmul_Case1,2,autoresearch,34816,0,2,2,2,3600,460800,1793377,38176,True,0
036,2026-06-11T03:04:48.374663+00:00,p2_time_bestfit,Matmul_Case1,3,autoresearch,34816,0,2,2,2,3600,460800,1793377,38176,True,0
037,2026-06-11T04:13:42.544780+00:00,p3_prefetch_grid,Conv_Case0,1,autoresearch,6912,0,0,300,0,0,0,394430,2580,True,0
037,2026-06-11T04:13:42.544780+00:00,p3_prefetch_grid,Conv_Case0,2,autoresearch,6912,0,0,300,0,339,88044,615694,3258,True,0
037,2026-06-11T04:13:42.544780+00:00,p3_prefetch_grid,Conv_Case0,3,autoresearch,6912,0,0,300,0,342,92652,553280,3264,True,0
037,2026-06-11T04:13:42.544780+00:00,p3_prefetch_grid,Conv_Case1,1,autoresearch,13786,0,0,5264,0,0,0,650044,36086,True,0
037,2026-06-11T04:13:42.544780+00:00,p3_prefetch_grid,Conv_Case1,2,autoresearch,14040,0,0,33,0,2426,77820,1242246,40938,True,0
037,2026-06-11T04:13:42.544780+00:00,p3_prefetch_grid,Conv_Case1,3,autoresearch,14040,0,0,33,0,2237,78056,1229560,40560,True,0
037,2026-06-11T04:13:42.544780+00:00,p3_prefetch_grid,FlashAttention_Case0,1,autoresearch,256,8258,24,32,4,0,0,31063,1716,True,0
037,2026-06-11T04:13:42.544780+00:00,p3_prefetch_grid,FlashAttention_Case0,2,autoresearch,4096,1510,2,2,2,40,4444,52328,1796,True,0
037,2026-06-11T04:13:42.544780+00:00,p3_prefetch_grid,FlashAttention_Case0,3,autoresearch,4096,1510,2,2,2,58,5832,46167,1832,True,0
037,2026-06-11T04:13:42.544780+00:00,p3_prefetch_grid,FlashAttention_Case1,1,autoresearch,256,33010,112,128,8,0,0,112458,6952,True,0
037,2026-06-11T04:13:42.544780+00:00,p3_prefetch_grid,FlashAttention_Case1,2,autoresearch,5376,2468,2,2,2,229,32920,214361,7410,True,0
037,2026-06-11T04:13:42.544780+00:00,p3_prefetch_grid,FlashAttention_Case1,3,autoresearch,5376,2468,2,2,2,256,36360,184475,7464,True,0
037,2026-06-11T04:13:42.544780+00:00,p3_prefetch_grid,Matmul_Case0,1,autoresearch,128,0,57,448,8,0,0,82308,4160,True,0
037,2026-06-11T04:13:42.544780+00:00,p3_prefetch_grid,Matmul_Case0,2,autoresearch,9216,0,2,2,2,271,34688,192380,4702,True,0
037,2026-06-11T04:13:42.544780+00:00,p3_prefetch_grid,Matmul_Case0,3,autoresearch,9216,0,2,2,2,271,34688,191353,4702,True,0
037,2026-06-11T04:13:42.544780+00:00,p3_prefetch_grid,Matmul_Case1,1,autoresearch,128,0,241,3840,16,0,0,629076,30976,True,0
037,2026-06-11T04:13:42.544780+00:00,p3_prefetch_grid,Matmul_Case1,2,autoresearch,34816,0,2,2,2,3600,460800,1793377,38176,True,0
037,2026-06-11T04:13:42.544780+00:00,p3_prefetch_grid,Matmul_Case1,3,autoresearch,34816,0,2,2,2,3600,460800,1793377,38176,True,0
038,2026-06-11T04:22:00.570303+00:00,id_raw_candidate,Conv_Case0,1,autoresearch,6912,0,0,300,0,0,0,394430,2580,True,0
038,2026-06-11T04:22:00.570303+00:00,id_raw_candidate,Conv_Case0,2,autoresearch,6912,0,0,300,0,339,88044,615694,3258,True,0
038,2026-06-11T04:22:00.570303+00:00,id_raw_candidate,Conv_Case0,3,autoresearch,6912,0,0,300,0,342,92652,553280,3264,True,0
038,2026-06-11T04:22:00.570303+00:00,id_raw_candidate,Conv_Case1,1,autoresearch,13786,0,0,5264,0,0,0,650044,36086,True,0
038,2026-06-11T04:22:00.570303+00:00,id_raw_candidate,Conv_Case1,2,autoresearch,14040,0,0,1,0,1963,72520,1159169,40012,True,0
038,2026-06-11T04:22:00.570303+00:00,id_raw_candidate,Conv_Case1,3,autoresearch,14040,0,0,1,0,1951,73578,1111778,39988,True,0
038,2026-06-11T04:22:00.570303+00:00,id_raw_candidate,FlashAttention_Case0,1,autoresearch,256,8258,24,32,4,0,0,31063,1716,True,0
038,2026-06-11T04:22:00.570303+00:00,id_raw_candidate,FlashAttention_Case0,2,autoresearch,3328,1428,1,1,2,31,3904,51700,1778,True,0
038,2026-06-11T04:22:00.570303+00:00,id_raw_candidate,FlashAttention_Case0,3,autoresearch,4096,1510,2,2,2,58,5832,46167,1832,True,0
038,2026-06-11T04:22:00.570303+00:00,id_raw_candidate,FlashAttention_Case1,1,autoresearch,256,33010,112,128,8,0,0,112458,6952,True,0
038,2026-06-11T04:22:00.570303+00:00,id_raw_candidate,FlashAttention_Case1,2,autoresearch,5376,2468,2,2,2,229,32920,214361,7410,True,0
038,2026-06-11T04:22:00.570303+00:00,id_raw_candidate,FlashAttention_Case1,3,autoresearch,5376,2468,1,1,2,229,34432,180364,7410,True,0
038,2026-06-11T04:22:00.570303+00:00,id_raw_candidate,Matmul_Case0,1,autoresearch,128,0,57,448,8,0,0,82308,4160,True,0
038,2026-06-11T04:22:00.570303+00:00,id_raw_candidate,Matmul_Case0,2,autoresearch,9216,0,2,2,2,271,34688,192380,4702,True,0
038,2026-06-11T04:22:00.570303+00:00,id_raw_candidate,Matmul_Case0,3,autoresearch,9216,0,1,1,1,273,34944,186820,4706,True,0
038,2026-06-11T04:22:00.570303+00:00,id_raw_candidate,Matmul_Case1,1,autoresearch,128,0,241,3840,16,0,0,629076,30976,True,0
038,2026-06-11T04:22:00.570303+00:00,id_raw_candidate,Matmul_Case1,2,autoresearch,34816,0,1,1,1,3600,460800,1783145,38176,True,0
038,2026-06-11T04:22:00.570303+00:00,id_raw_candidate,Matmul_Case1,3,autoresearch,34816,0,1,1,1,3601,460928,1771132,38178,True,0
